source_img,file_name,text
24.jpeg,24_12.jpeg,Мужскiй полъ
24.jpeg,24_13.jpeg,и после оной лы выбы
24.jpeg,24_14.jpeg,на
24.jpeg,24_15.jpeg,Семьи
24.jpeg,24_16.jpeg,Женскiй полъ
24.jpeg,24_17.jpeg,ной от
24.jpeg,24_18.jpeg,на
24.jpeg,24_19.jpeg,прибыло
24.jpeg,24_20.jpeg,ло
24.jpeg,24_21.jpeg,лицо
24.jpeg,24_22.jpeg,лучке лицо
24.jpeg,24_23.jpeg,№10
24.jpeg,24_24.jpeg,Когда имен
24.jpeg,24_25.jpeg,№9 №10
24.jpeg,24_26.jpeg,ревизiи
24.jpeg,24_27.jpeg,Съ которого
24.jpeg,24_28.jpeg,Лета
24.jpeg,24_29.jpeg,Лета
24.jpeg,24_30.jpeg,ревизiи ревизiи
24.jpeg,24_31.jpeg,Лета
24.jpeg,24_32.jpeg,но
24.jpeg,24_33.jpeg,времени
24.jpeg,24_34.jpeg,616
24.jpeg,24_35.jpeg,660
24.jpeg,24_36.jpeg,Федоръ Исаковъ Губинъ
24.jpeg,24_37.jpeg,45
24.jpeg,24_38.jpeg,52 1/2
24.jpeg,24_39.jpeg,Федора сыновья Василiй 22
24.jpeg,24_40.jpeg,29 1/2
24.jpeg,24_41.jpeg,595
24.jpeg,24_42.jpeg,655
24.jpeg,24_43.jpeg,Василия Федорова жена Устинья
24.jpeg,24_44.jpeg,23
24.jpeg,24_45.jpeg,Васильева
24.jpeg,24_46.jpeg,2
24.jpeg,24_47.jpeg,Его же дочь Феоктиста
24.jpeg,24_48.jpeg,Пелагея
24.jpeg,24_49.jpeg,Федоровича сынъ
24.jpeg,24_50.jpeg,Петръ
24.jpeg,24_51.jpeg,19
24.jpeg,24_52.jpeg,Петра Федорова жена
24.jpeg,24_53.jpeg,25 1/2
24.jpeg,24_54.jpeg,Федовъ
24.jpeg,24_55.jpeg,17 Умеръ въ
24.jpeg,24_56.jpeg,1
24.jpeg,24_57.jpeg,1853 году
24.jpeg,24_58.jpeg,Его же дочь Анна
24.jpeg,24_59.jpeg,Артемiй
24.jpeg,24_60.jpeg,16
24.jpeg,24_61.jpeg,Федора Исакова дочь Елена
24.jpeg,24_62.jpeg,Федора Исакова тетка Ирина
24.jpeg,24_63.jpeg,69 1/2
24.jpeg,24_64.jpeg,Сидорова
25.jpeg,25_0.jpeg,Ревизская сказка
25.jpeg,25_1.jpeg,22
25.jpeg,25_2.jpeg,1858 года марта 31 дня Пермской губернiи
25.jpeg,25_3.jpeg,Красноуфимского уезда Верхне Иргинс
25.jpeg,25_4.jpeg,кого завода
25.jpeg,25_5.jpeg,Семьи
25.jpeg,25_6.jpeg,Во времен Ныне
25.jpeg,25_7.jpeg,Женскiй полъ
25.jpeg,25_8.jpeg,ной отлучке на лицо
25.jpeg,25_9.jpeg,№9 №10
25.jpeg,25_10.jpeg,Съ которого
25.jpeg,25_11.jpeg,ревизiи ревизiи
25.jpeg,25_12.jpeg,времени
25.jpeg,25_13.jpeg,Лета
25.jpeg,25_14.jpeg,595
25.jpeg,25_15.jpeg,653
25.jpeg,25_16.jpeg,Василия Федорова жена Устинья
25.jpeg,25_17.jpeg,Васильева
25.jpeg,25_18.jpeg,23
25.jpeg,25_19.jpeg,Его же дочери Феоктиста
25.jpeg,25_20.jpeg,2
25.jpeg,25_21.jpeg,Пелагея
25.jpeg,25_22.jpeg,Петра Федорова жена Агрипина
25.jpeg,25_23.jpeg,23 1/2
25.jpeg,25_24.jpeg,Его же дочь Анна
25.jpeg,25_25.jpeg,1
25.jpeg,25_26.jpeg,Федора Исакова дочь Елена 18 1/2
25.jpeg,25_27.jpeg,Федора Исакова тетка
25.jpeg,25_28.jpeg,Ирина Федорова
25.jpeg,25_29.jpeg,69 1/2
26.jpeg,26_0.jpeg,Ревизская сказка
26.jpeg,26_1.jpeg,года
26.jpeg,26_2.jpeg,марта
26.jpeg,26_3.jpeg,Пермской Губернiи Края
26.jpeg,26_4.jpeg,Копiя
27.jpeg,27_0.jpeg,1858 года марта 31 дня Пермской
27.jpeg,27_1.jpeg,Ревизская сказка
27.jpeg,27_2.jpeg,губернiи Красноуфимского уезда
27.jpeg,27_3.jpeg,Иргинского завода
27.jpeg,27_4.jpeg,Семьи
27.jpeg,27_5.jpeg,по послед
27.jpeg,27_6.jpeg,Мужскiй полъ состояло числа
27.jpeg,27_7.jpeg,ней ревизiи
27.jpeg,27_8.jpeg,Изъ того Ныне
27.jpeg,27_9.jpeg,и после
27.jpeg,27_10.jpeg,оной прибыло
27.jpeg,27_11.jpeg,выбыло лиц
27.jpeg,27_12.jpeg,на
27.jpeg,27_13.jpeg,9 реви 10 реви
27.jpeg,27_14.jpeg,лета когда
27.jpeg,27_15.jpeg,именно
27.jpeg,27_16.jpeg,ле
27.jpeg,27_17.jpeg,та
27.jpeg,27_18.jpeg,146 149 Степанъ Осиповъ
27.jpeg,27_19.jpeg,Малиновцев
27.jpeg,27_20.jpeg,40
27.jpeg,27_21.jpeg,47
27.jpeg,27_22.jpeg,Степановы сыно
27.jpeg,27_23.jpeg,вья Иванъ
27.jpeg,27_24.jpeg,16 и
27.jpeg,27_25.jpeg,23
27.jpeg,27_26.jpeg,Матвей
27.jpeg,27_27.jpeg,14
27.jpeg,27_28.jpeg,21
27.jpeg,27_29.jpeg,Михаилъ
27.jpeg,27_30.jpeg,Ревизская сказка
27.jpeg,27_31.jpeg,1858 года марта 31 дня
27.jpeg,27_32.jpeg,Пермской губернiи Крас
27.jpeg,27_33.jpeg,ноуфимского уезда
27.jpeg,27_34.jpeg,Иргинского завода
27.jpeg,27_35.jpeg,Копiя
28.jpeg,28_0.jpeg,Ревизская сказка
28.jpeg,28_1.jpeg,Ревизская сказка
28.jpeg,28_2.jpeg,1858 года марта 31 дня Перм
28.jpeg,28_3.jpeg,1858 года марта 31 дня Пермской
28.jpeg,28_4.jpeg,ской губернiи Красноуфимского
28.jpeg,28_5.jpeg,губернiи Красноуфимского уезда
28.jpeg,28_6.jpeg,уезда Иргинского завода
28.jpeg,28_7.jpeg,Иргинского завода
28.jpeg,28_8.jpeg,попослед изъ того
28.jpeg,28_9.jpeg,ныне
28.jpeg,28_10.jpeg,во времен ныне
28.jpeg,28_11.jpeg,ней реви числа
28.jpeg,28_12.jpeg,Семьи Мужскiй полъ зiи сост
28.jpeg,28_13.jpeg,на
28.jpeg,28_14.jpeg,Семьи Женскiй полъ
28.jpeg,28_15.jpeg,ной от
28.jpeg,28_16.jpeg,на
28.jpeg,28_17.jpeg,и после выбыло
28.jpeg,28_18.jpeg,оной прибыло
28.jpeg,28_19.jpeg,лиц
28.jpeg,28_20.jpeg,лучке
28.jpeg,28_21.jpeg,лиц
28.jpeg,28_22.jpeg,когда
28.jpeg,28_23.jpeg,ле
28.jpeg,28_24.jpeg,с которого ле
28.jpeg,28_25.jpeg,9 реви 10 реви
28.jpeg,28_26.jpeg,лета именно
28.jpeg,28_27.jpeg,та
28.jpeg,28_28.jpeg,9 реви 10 реви
28.jpeg,28_29.jpeg,времени та
28.jpeg,28_30.jpeg,146 149
28.jpeg,28_31.jpeg,Степанъ Осиповъ
28.jpeg,28_32.jpeg,144 152 Степанида Осипова
28.jpeg,28_33.jpeg,40
28.jpeg,28_34.jpeg,жена Васса Алексеева 46
28.jpeg,28_35.jpeg,Малиновцев
28.jpeg,28_36.jpeg,Степановы сыновья
28.jpeg,28_37.jpeg,Ивана Степанова
28.jpeg,28_38.jpeg,20
28.jpeg,28_39.jpeg,24
28.jpeg,28_40.jpeg,жена Пелагея Павлова
28.jpeg,28_41.jpeg,Иванъ
28.jpeg,28_42.jpeg,23
28.jpeg,28_43.jpeg,Степана Осипова
28.jpeg,28_44.jpeg,14
28.jpeg,28_45.jpeg,Матвей
28.jpeg,28_46.jpeg,дочери Ульяна
28.jpeg,28_47.jpeg,Ефросинья
28.jpeg,28_48.jpeg,18
28.jpeg,28_49.jpeg,15
28.jpeg,28_50.jpeg,13
28.jpeg,28_51.jpeg,Михаилъ 8
28.jpeg,28_52.jpeg,Евдокия
283.jpeg,283_0.jpeg,Ревизская сказка
283.jpeg,283_1.jpeg,Тысяча восемьсот шестьдесятъ
283.jpeg,283_2.jpeg,девятого года июля восемнадца
283.jpeg,283_3.jpeg,того Дня Пермской Губернии
283.jpeg,283_4.jpeg,Екатеринбургского мещанина
283.jpeg,283_5.jpeg,Николая Семенова Алексеева о
283.jpeg,283_6.jpeg,состоящих душахъ на лицо
29.jpeg,29_0.jpeg,Ревизская сказка
29.jpeg,29_1.jpeg,1858 года марта 31 дня Пермской
29.jpeg,29_2.jpeg,Красноуфимска
29.jpeg,29_3.jpeg,уезда
29.jpeg,29_4.jpeg,Иргинского завода
29.jpeg,29_5.jpeg,во времен ныне
29.jpeg,29_6.jpeg,Семьи
29.jpeg,29_7.jpeg,Женскiй полъ
29.jpeg,29_8.jpeg,ной отлу
29.jpeg,29_9.jpeg,на
29.jpeg,29_10.jpeg,чке лицо
29.jpeg,29_11.jpeg,С которого ле
29.jpeg,29_12.jpeg,9 реви 10 реви
29.jpeg,29_13.jpeg,времени
29.jpeg,29_14.jpeg,та
29.jpeg,29_15.jpeg,144 152 Степана Осипова
29.jpeg,29_16.jpeg,46
29.jpeg,29_17.jpeg,жена Васса Алексеева
29.jpeg,29_18.jpeg,Ивана Степанова жена
29.jpeg,29_19.jpeg,20
29.jpeg,29_20.jpeg,Пелагея Павлова
29.jpeg,29_21.jpeg,Степана Осипова
29.jpeg,29_22.jpeg,19
29.jpeg,29_23.jpeg,че
29.jpeg,29_24.jpeg,ри Ульяна
29.jpeg,29_25.jpeg,18
29.jpeg,29_26.jpeg,Ефросинья
29.jpeg,29_27.jpeg,13
29.jpeg,29_28.jpeg,Евдокия
3.jpeg,3_0.jpeg,2-а
3.jpeg,3_1.jpeg,Ревизская Сказка
3.jpeg,3_2.jpeg,1858 года марта 1го дня Пермской Губернiи
3.jpeg,3_3.jpeg,Красноуфимского Уезда Тисовского
3.jpeg,3_4.jpeg,горного завода
3.jpeg,3_5.jpeg,во времен ныне
3.jpeg,3_6.jpeg,но Отлу
3.jpeg,3_7.jpeg,на
3.jpeg,3_8.jpeg,Семьи
3.jpeg,3_9.jpeg,Женскiй полъ
3.jpeg,3_10.jpeg,чке
3.jpeg,3_11.jpeg,Лицо
3.jpeg,3_12.jpeg,Съ которого
3.jpeg,3_13.jpeg,9 реви
3.jpeg,3_14.jpeg,№ 10 ре
3.jpeg,3_15.jpeg,Лета
3.jpeg,3_16.jpeg,времени
3.jpeg,3_17.jpeg,зiи
3.jpeg,3_18.jpeg,визiи
3.jpeg,3_19.jpeg,Софона Никитина
3.jpeg,3_20.jpeg,128
3.jpeg,3_21.jpeg,129
3.jpeg,3_22.jpeg,жена Парасковья Ефи
3.jpeg,3_23.jpeg,48
3.jpeg,3_24.jpeg,мава
3.jpeg,3_25.jpeg,16
3.jpeg,3_26.jpeg,Его же дочь Ксенья
3.jpeg,3_27.jpeg,Сестры: Анна
3.jpeg,3_28.jpeg,52
3.jpeg,3_29.jpeg,Матрена
3.jpeg,3_30.jpeg,Старшина Василий Некрасовъ
3.jpeg,3_31.jpeg,Писарь Черновин
30.jpeg,30_0.jpeg,Копiя
30.jpeg,30_1.jpeg,Ревизская сказка
30.jpeg,30_2.jpeg,1858 года Апреля 10 дня Вятской губернiи
30.jpeg,30_3.jpeg,Уржумского уезда
30.jpeg,30_4.jpeg,семейства Крестьянина Алексея
30.jpeg,30_5.jpeg,Крiницына
31.jpeg,31_0.jpeg,Ревизская сказка
31.jpeg,31_1.jpeg,Ревизская сказка
31.jpeg,31_2.jpeg,1858 года Апреля 10 дня Вятской губернiи Уржумского уезда 1858 года Апреля 10 дня Вятской губернiи Уржумского уезда
31.jpeg,31_3.jpeg,попоследней
31.jpeg,31_4.jpeg,ревизiи состо изъ того ныне
31.jpeg,31_5.jpeg,во времен
31.jpeg,31_6.jpeg,яло и после
31.jpeg,31_7.jpeg,ной отлуч ныне
31.jpeg,31_8.jpeg,Семьи
31.jpeg,31_9.jpeg,мужскiй полъ
31.jpeg,31_10.jpeg,оной при числа на лицо Семьи
31.jpeg,31_11.jpeg,Женскiй полъ
31.jpeg,31_12.jpeg,ке на лицо
31.jpeg,31_13.jpeg,было выбыло
31.jpeg,31_14.jpeg,№9 №10
31.jpeg,31_15.jpeg,когда и
31.jpeg,31_16.jpeg,№9
31.jpeg,31_17.jpeg,№10
31.jpeg,31_18.jpeg,с которого
31.jpeg,31_19.jpeg,ревиз ревизскiй
31.jpeg,31_20.jpeg,Крестьяне
31.jpeg,31_21.jpeg,лета менно
31.jpeg,31_22.jpeg,лета
31.jpeg,31_23.jpeg,ревиз ревиз
31.jpeg,31_24.jpeg,Крестьянки
31.jpeg,31_25.jpeg,времени лета
31.jpeg,31_26.jpeg,144 Тимофей Григорьевъ Крiницынъ 55
31.jpeg,31_27.jpeg,61
31.jpeg,31_28.jpeg,144
31.jpeg,31_29.jpeg,144 Тiмофея жена Пелагея
31.jpeg,31_30.jpeg,43
31.jpeg,31_31.jpeg,42
31.jpeg,31_32.jpeg,Тимофея сыновья
31.jpeg,31_33.jpeg,Тимофея 2 брака жена Ирина Иванова
31.jpeg,31_34.jpeg,Сидоръ
31.jpeg,31_35.jpeg,18
31.jpeg,31_36.jpeg,въ рекрутъ
31.jpeg,31_37.jpeg,18
31.jpeg,31_38.jpeg,въ 1853г
31.jpeg,31_39.jpeg,Его же дочери Марья
31.jpeg,31_40.jpeg,16
31.jpeg,31_41.jpeg,Григорiй
31.jpeg,31_42.jpeg,12
31.jpeg,31_43.jpeg,Матрена
31.jpeg,31_44.jpeg,20
31.jpeg,31_45.jpeg,Авдотья
31.jpeg,31_46.jpeg,26
31.jpeg,31_47.jpeg,Григория жена Марья Никитина
31.jpeg,31_48.jpeg,жена Прасковья Петрова 20
31.jpeg,31_49.jpeg,Тимофея братья Ларiон 34
31.jpeg,31_50.jpeg,умер въ
31.jpeg,31_51.jpeg,1857г
31.jpeg,31_52.jpeg,53
31.jpeg,31_53.jpeg,34
31.jpeg,31_54.jpeg,Ларiона сынъ Алексей 32
31.jpeg,31_55.jpeg,Ларiона жена Аксинья Борисова
31.jpeg,31_56.jpeg,37
31.jpeg,31_57.jpeg,25
31.jpeg,31_58.jpeg,Прокопiй 18
31.jpeg,31_59.jpeg,Алексея жена Агафья Прохорова
31.jpeg,31_60.jpeg,2 Федоръ 45
31.jpeg,31_61.jpeg,52
31.jpeg,31_62.jpeg,Федора жена Марья Васильева
31.jpeg,31_63.jpeg,16
31.jpeg,31_64.jpeg,3 Яковъ 17
31.jpeg,31_65.jpeg,въ рекрутъ
31.jpeg,31_66.jpeg,въ 1855г
31.jpeg,31_67.jpeg,Его дочь Настасья
31.jpeg,31_68.jpeg,Тимофея внуки Филипъ Петровъ 4
31.jpeg,31_69.jpeg,14
31.jpeg,31_70.jpeg,Ефим Петров 5
31.jpeg,31_71.jpeg,12
32.jpeg,32_0.jpeg,Ревизская сказка
32.jpeg,32_1.jpeg,Тысяча восемьсот пятьдесят восьмого года
32.jpeg,32_2.jpeg,апреля месяца шестнадцатого дня Вятской губернiи
32.jpeg,32_3.jpeg,Орловского округа Кашаровской волости городского
32.jpeg,32_4.jpeg,общества починка
32.jpeg,32_5.jpeg,Копiя
33.jpeg,33_0.jpeg,Ревизская сказка
33.jpeg,33_1.jpeg,1858 гола апреля 16 дня Вятской губернiи Орловского
33.jpeg,33_2.jpeg,уезда Кошаровской волости городского оющества
33.jpeg,33_3.jpeg,починка
33.jpeg,33_4.jpeg,Семьи
33.jpeg,33_5.jpeg,мужскiй полъ
33.jpeg,33_6.jpeg,по последней изъ того ныне
33.jpeg,33_7.jpeg,ревизiи состо
33.jpeg,33_8.jpeg,яло и после
33.jpeg,33_9.jpeg,оной прибы было
33.jpeg,33_10.jpeg,числа вы на ли
33.jpeg,33_11.jpeg,ло
33.jpeg,33_12.jpeg,цо
33.jpeg,33_13.jpeg,№9
33.jpeg,33_14.jpeg,№10
33.jpeg,33_15.jpeg,реви
33.jpeg,33_16.jpeg,реви
33.jpeg,33_17.jpeg,зiи зiи
33.jpeg,33_18.jpeg,крестьяне
33.jpeg,33_19.jpeg,лета
33.jpeg,33_20.jpeg,когда и лета
33.jpeg,33_21.jpeg,менно
33.jpeg,33_22.jpeg,297 220 Давидъ Даниловъ
33.jpeg,33_23.jpeg,54
33.jpeg,33_24.jpeg,Давида Данилова сынъ
33.jpeg,33_25.jpeg,Михаилъ
33.jpeg,33_26.jpeg,25
33.jpeg,33_27.jpeg,32
33.jpeg,33_28.jpeg,Михаила сынъ Матвей новорожд
33.jpeg,33_29.jpeg,Давида Данилова другой
33.jpeg,33_30.jpeg,сынъ Тимофей
33.jpeg,33_31.jpeg,7
33.jpeg,33_32.jpeg,14
33.jpeg,33_33.jpeg,Давида Данилова брата
33.jpeg,33_34.jpeg,Хрисанфь
33.jpeg,33_35.jpeg,36
33.jpeg,33_36.jpeg,43
33.jpeg,33_37.jpeg,хрисанфовьи сыновья
33.jpeg,33_38.jpeg,14
33.jpeg,33_39.jpeg,21
33.jpeg,33_40.jpeg,Висарiонъ
33.jpeg,33_41.jpeg,17
33.jpeg,33_42.jpeg,Григорiй
33.jpeg,33_43.jpeg,2
33.jpeg,33_44.jpeg,Орловского
33.jpeg,33_45.jpeg,Копiя
34.jpeg,34_0.jpeg,306 220 Хрисанфъ Даниловъ
34.jpeg,34_1.jpeg,1814
34.jpeg,34_2.jpeg,43
34.jpeg,34_3.jpeg,52
34.jpeg,34_4.jpeg,Петровъ
34.jpeg,34_5.jpeg,Хрисанфа жена Ма
34.jpeg,34_6.jpeg,взятъ рекрутъ въ
34.jpeg,34_7.jpeg,померъ въ
34.jpeg,34_8.jpeg,Грамотенъ
34.jpeg,34_9.jpeg,рфа Елизарова
34.jpeg,34_10.jpeg,1861 г
34.jpeg,34_11.jpeg,48
34.jpeg,34_12.jpeg,1863 году Хрисан
34.jpeg,34_13.jpeg,фа сынъ Висарiонъ
34.jpeg,34_14.jpeg,Его дочь Пелагея
34.jpeg,34_15.jpeg,Хрисанфовы сыновья
34.jpeg,34_16.jpeg,1836
34.jpeg,34_17.jpeg,Козма
34.jpeg,34_18.jpeg,Козмы жена Улья
34.jpeg,34_19.jpeg,брата  его Григорiй
34.jpeg,34_20.jpeg,на Иванова
34.jpeg,34_21.jpeg,28
34.jpeg,34_22.jpeg,поступилъ
34.jpeg,34_23.jpeg,Висарiонъ
34.jpeg,34_24.jpeg,17
34.jpeg,34_25.jpeg,Висарiона
34.jpeg,34_26.jpeg,въ рекруты
34.jpeg,34_27.jpeg,въ 1869 году 23
34.jpeg,34_28.jpeg,1861 году
34.jpeg,34_29.jpeg,1842
34.jpeg,34_30.jpeg,Григорiй
34.jpeg,34_31.jpeg,9
35.jpeg,35_0.jpeg,Ревизская сказка
35.jpeg,35_1.jpeg,1858 года Апреля 16 дня Вятской губернiи Орлов
35.jpeg,35_2.jpeg,ского округа Кашаровской волости Гороховского общества
35.jpeg,35_3.jpeg,починка
35.jpeg,35_4.jpeg,во време
35.jpeg,35_5.jpeg,Семьи
35.jpeg,35_6.jpeg,Женскiй полъ
35.jpeg,35_7.jpeg,нной ныне
35.jpeg,35_8.jpeg,отлуч на ли
35.jpeg,35_9.jpeg,ке
35.jpeg,35_10.jpeg,цо
35.jpeg,35_11.jpeg,№9
35.jpeg,35_12.jpeg,№
35.jpeg,35_13.jpeg,реви
35.jpeg,35_14.jpeg,10 реви
35.jpeg,35_15.jpeg,съ кото
35.jpeg,35_16.jpeg,зiи
35.jpeg,35_17.jpeg,зiи
35.jpeg,35_18.jpeg,Крестьянки
35.jpeg,35_19.jpeg,рого вре лета
35.jpeg,35_20.jpeg,мени
35.jpeg,35_21.jpeg,197
35.jpeg,35_22.jpeg,220
35.jpeg,35_23.jpeg,Давыда жена Агафья Макарова
35.jpeg,35_24.jpeg,59
35.jpeg,35_25.jpeg,Михаила жена Евдокiя
35.jpeg,35_26.jpeg,32
35.jpeg,35_27.jpeg,Его дочери Анна
35.jpeg,35_28.jpeg,Парасковья
35.jpeg,35_29.jpeg,2
35.jpeg,35_30.jpeg,Хрисанфа жена Марфа Елизарова
35.jpeg,35_31.jpeg,46
35.jpeg,35_32.jpeg,Его дочь Пелагея
35.jpeg,35_33.jpeg,13
35.jpeg,35_34.jpeg,Козмы жена Ульяна Иванова
35.jpeg,35_35.jpeg,20
358.jpeg,358_0.jpeg,1870 года Апреля 27 дня Пермской
358.jpeg,358_1.jpeg,1870 года Апреля 27 дня Пермской
358.jpeg,358_2.jpeg,губернiи города Екатеринбурга
358.jpeg,358_3.jpeg,губернiи города Екатеринбурга
358.jpeg,358_4.jpeg,По послед
358.jpeg,358_5.jpeg,ней реви Изъ того Ныне
358.jpeg,358_6.jpeg,вовремен ныне
358.jpeg,358_7.jpeg,зiй состо
358.jpeg,358_8.jpeg,ной от на
358.jpeg,358_9.jpeg,Семьи
358.jpeg,358_10.jpeg,Мужскiй полъ
358.jpeg,358_11.jpeg,яло и
358.jpeg,358_12.jpeg,числа
358.jpeg,358_13.jpeg,на
358.jpeg,358_14.jpeg,Женскiй полъ
358.jpeg,358_15.jpeg,после оной
358.jpeg,358_16.jpeg,прибыло
358.jpeg,358_17.jpeg,выбыло лицо
358.jpeg,358_18.jpeg,лучке
358.jpeg,358_19.jpeg,лицо
358.jpeg,358_20.jpeg,Когда
358.jpeg,358_21.jpeg,Съ кото
358.jpeg,358_22.jpeg,рого
358.jpeg,358_23.jpeg,лета
358.jpeg,358_24.jpeg,лета
358.jpeg,358_25.jpeg,Мещанки
358.jpeg,358_26.jpeg,време
358.jpeg,358_27.jpeg,лета
358.jpeg,358_28.jpeg,Мещане
358.jpeg,358_29.jpeg,именно
358.jpeg,358_30.jpeg,ни
358.jpeg,358_31.jpeg,Григорий Антиповъ
358.jpeg,358_32.jpeg,25
36.jpeg,36_0.jpeg,Копiя съ ревизской сказки
36.jpeg,36_1.jpeg,Тысяча восемьсот пятьдесят восьмого
36.jpeg,36_2.jpeg,года Февраля месяца двенадцатого дня
36.jpeg,36_3.jpeg,Вятской губернiи Екатеринбургского уезда Логи
36.jpeg,36_4.jpeg,новской волости
37.jpeg,37_0.jpeg,1858 года февраля 12 дня Вятской губернiи Ека
37.jpeg,37_1.jpeg,1858 года февраля 12 дня Вятской губернiи
37.jpeg,37_2.jpeg,теринбургского уезда Логиновскй волости
37.jpeg,37_3.jpeg,Екатеринбургского уезда Логиновскй волости
37.jpeg,37_4.jpeg,сельского общетсва
37.jpeg,37_5.jpeg,по послед изъ то ныне
37.jpeg,37_6.jpeg,ней ревизiи го числа
37.jpeg,37_7.jpeg,во времен ныне
37.jpeg,37_8.jpeg,Семьи
37.jpeg,37_9.jpeg,Мужскiй полъ
37.jpeg,37_10.jpeg,состояло
37.jpeg,37_11.jpeg,на ли
37.jpeg,37_12.jpeg,Семьи
37.jpeg,37_13.jpeg,Женскiй полъ
37.jpeg,37_14.jpeg,ной отлу на ли
37.jpeg,37_15.jpeg,и после оной выбы
37.jpeg,37_16.jpeg,прибыло
37.jpeg,37_17.jpeg,ло
37.jpeg,37_18.jpeg,цо
37.jpeg,37_19.jpeg,чке
37.jpeg,37_20.jpeg,цо
37.jpeg,37_21.jpeg,№ 9 №10
37.jpeg,37_22.jpeg,когда
37.jpeg,37_23.jpeg,№9 ре №10 ре
37.jpeg,37_24.jpeg,съ кото
37.jpeg,37_25.jpeg,реви реви
37.jpeg,37_26.jpeg,Крестьяне
37.jpeg,37_27.jpeg,лета имен лета
37.jpeg,37_28.jpeg,визiи визiи
37.jpeg,37_29.jpeg,крестьянки
37.jpeg,37_30.jpeg,рого вре лета
37.jpeg,37_31.jpeg,зiи зiи
37.jpeg,37_32.jpeg,но
37.jpeg,37_33.jpeg,мени
37.jpeg,37_34.jpeg,179 177 Максимъ Васильевъ
37.jpeg,37_35.jpeg,умеръ
37.jpeg,37_36.jpeg,175
37.jpeg,37_37.jpeg,152
37.jpeg,37_38.jpeg,16
37.jpeg,37_39.jpeg,въ 1853
37.jpeg,37_40.jpeg,33а
37.jpeg,37_41.jpeg,году
37.jpeg,37_42.jpeg,мать Марья Яковле
37.jpeg,37_43.jpeg,Его  Тимофей Егоровъ 33
37.jpeg,37_44.jpeg,ва
37.jpeg,37_45.jpeg,40
37.jpeg,37_46.jpeg,48
37.jpeg,37_47.jpeg,тетка Аксинья Егорова
37.jpeg,37_48.jpeg,45
37.jpeg,37_49.jpeg,Тимофея сыновья
37.jpeg,37_50.jpeg,35
37.jpeg,37_51.jpeg,Его дочери Парасковья
37.jpeg,37_52.jpeg,Григорiй
37.jpeg,37_53.jpeg,5
37.jpeg,37_54.jpeg,Спиридонъ
37.jpeg,37_55.jpeg,5
37.jpeg,37_56.jpeg,2
37.jpeg,37_57.jpeg,3
37.jpeg,37_58.jpeg,Максима неродной
37.jpeg,37_59.jpeg,Якимъ
37.jpeg,37_60.jpeg,25
37.jpeg,37_61.jpeg,Николай
37.jpeg,37_62.jpeg,19
38.jpeg,38_0.jpeg,1858 года февраля месяца 12 дня Вятской губернiи Ека
38.jpeg,38_1.jpeg,1858 года февраля месяца 12 дня Вятской губернiи
38.jpeg,38_2.jpeg,теринбургского уезда Логиновской волости
38.jpeg,38_3.jpeg,Екатеринбургского уезда Логиновской волости
38.jpeg,38_4.jpeg,по послед изъ то ныне
38.jpeg,38_5.jpeg,Семьи
38.jpeg,38_6.jpeg,Мужскiй полъ
38.jpeg,38_7.jpeg,ней ревизiи го числа
38.jpeg,38_8.jpeg,во времен ныне
38.jpeg,38_9.jpeg,состояло
38.jpeg,38_10.jpeg,на ли
38.jpeg,38_11.jpeg,Семьи
38.jpeg,38_12.jpeg,Женскiй полъ
38.jpeg,38_13.jpeg,ной отлу на ли
38.jpeg,38_14.jpeg,и после оной выбы
38.jpeg,38_15.jpeg,прибыло
38.jpeg,38_16.jpeg,ло
38.jpeg,38_17.jpeg,цо
38.jpeg,38_18.jpeg,чке
38.jpeg,38_19.jpeg,цо
38.jpeg,38_20.jpeg,№9 №10
38.jpeg,38_21.jpeg,когда
38.jpeg,38_22.jpeg,№9ре №10ре
38.jpeg,38_23.jpeg,съ кото
38.jpeg,38_24.jpeg,реви реви
38.jpeg,38_25.jpeg,крестьяне
38.jpeg,38_26.jpeg,лета имен лета
38.jpeg,38_27.jpeg,крестьянки
38.jpeg,38_28.jpeg,зiи зiи
38.jpeg,38_29.jpeg,зiи зiи
38.jpeg,38_30.jpeg,рого вре лета
38.jpeg,38_31.jpeg,но
38.jpeg,38_32.jpeg,мени
38.jpeg,38_33.jpeg,Николая сынъ Иванъ новорожд
38.jpeg,38_34.jpeg,4 1/2
38.jpeg,38_35.jpeg,29 августа
38.jpeg,38_36.jpeg,1853 года
38.jpeg,38_37.jpeg,Трифонъ 17
38.jpeg,38_38.jpeg,25 января
38.jpeg,38_39.jpeg,1834 года
38.jpeg,38_40.jpeg,335
39.jpeg,39_0.jpeg,1858 года февраля месяца 12 дня Вятской губернiи Ека
39.jpeg,39_1.jpeg,1858 года февраля месяца 12 дня Вятской губернiи
39.jpeg,39_2.jpeg,теринбургского уезда Логиновской волости
39.jpeg,39_3.jpeg,Екатеринбургского уезда Логиновской волости
39.jpeg,39_4.jpeg,по послед изъ то ныне
39.jpeg,39_5.jpeg,ней ревизiи го числа
39.jpeg,39_6.jpeg,во времен ныне
39.jpeg,39_7.jpeg,Семьи
39.jpeg,39_8.jpeg,Жужскiй полъ
39.jpeg,39_9.jpeg,состояло
39.jpeg,39_10.jpeg,на ли
39.jpeg,39_11.jpeg,Семьи
39.jpeg,39_12.jpeg,Женскiй полъ
